#
#                              distance (vertice unit) / time (seconds) / angle (degrees)
#
#       X          Y          Z                    V                            VC                               J                            AccT                 Radi   
    -0.07451    7.53771   -1.11917         -1.058289290731369E-05         -3.414760124508992E-07         -1.092436891976459E-05          9.346764440478412E-07    7.62071
    -0.89771    7.19018   -0.91709         -1.064944635972338E-05         -3.155260051083509E-07         -1.096497236483173E-05          9.158162226071500E-07    7.30380
    -1.42911    6.60258   -1.11838         -1.087167277632415E-05         -2.742523508398870E-07         -1.114592512716404E-05          9.037778630247390E-07    6.84742
    -2.17816    6.19377   -0.91752         -1.097303635909559E-05         -2.590523822169579E-07         -1.123208874131255E-05          8.757166858988074E-07    6.62940
    -2.56789    5.43505   -1.11179         -1.132069818842483E-05         -2.171462739537844E-07         -1.153784446237861E-05          8.547811177625849E-07    6.11309
    -3.22684    4.97406   -0.91235         -1.148575968547647E-05         -2.112568554190265E-07         -1.169701654089550E-05          8.159272987029041E-07    5.99885
    -3.46004    4.08518   -1.10363         -1.192618788350954E-05         -1.722362164286449E-07         -1.209842409993819E-05          7.817987471363275E-07    5.46614
    -4.06320    3.85113   -0.81003         -1.204334812149097E-05         -1.883428595832863E-07         -1.223169098107426E-05          7.282657152000117E-07    5.65659
    -3.99865   -2.56324   -1.11075         -1.257477447281925E-05         -1.355708168108590E-07         -1.271034528963011E-05          6.328256502024736E-07    4.87782
    -3.70116   -3.45018   -0.85339         -1.223351735472127E-05         -1.538569799806272E-07         -1.238737433470190E-05          7.001438321913612E-07    5.13133
    -3.39058   -4.03657   -1.06415         -1.191470577548801E-05         -1.670034867807906E-07         -1.208170926226880E-05          7.670231364809350E-07    5.37795
    -3.03142   -4.84796   -0.85321         -1.156166018274276E-05         -1.964639838079418E-07         -1.175812416655070E-05          8.128442056713602E-07    5.78102
    -2.60111   -5.43568   -1.06704         -1.127125507994775E-05         -2.182196253726219E-07         -1.148947470532037E-05          8.543476083267638E-07    6.11972
    -2.13780   -6.14116   -0.85642         -1.098292080378536E-05         -2.541059901513293E-07         -1.123702679393669E-05          8.789344948448539E-07    6.55877
    -1.51951   -6.65521   -1.06568         -1.078985151695870E-05         -2.800474708234625E-07         -1.106989898778217E-05          9.047640233454271E-07    6.90916
    -0.93652   -7.19782   -0.85051         -1.061712303422302E-05         -3.166146909018081E-07         -1.093373772512483E-05          9.176331982952527E-07    7.30815
    -0.14567   -7.57975   -1.05145         -1.053737445784728E-05         -3.453889684416956E-07         -1.088276342628898E-05          9.363066501422809E-07    7.65371
     0.48700   -7.96747   -0.83671         -1.044746331977948E-05         -3.829119255432614E-07         -1.083037524532274E-05          9.424099285324228E-07    8.02607
     1.37842   -8.23785   -1.03509         -1.041713645103601E-05         -4.192360940056949E-07         -1.083637254504171E-05          9.540632512881789E-07    8.41627
     1.98736   -8.54626   -0.82863         -1.032710480729675E-05         -4.626601872883654E-07         -1.078976499458512E-05          9.519032352522740E-07    8.81333
     2.93482   -8.78632   -1.03732         -1.024605829359875E-05         -5.156915219695211E-07         -1.076174981556827E-05          9.539608115082951E-07    9.32141
     3.50799   -9.08631   -0.84079         -1.009551911571889E-05         -5.701033425688071E-07         -1.066562245828769E-05          9.438697143931149E-07    9.77619
     4.53690   -9.34550   -1.07041         -9.905255409371310E-06         -6.485561748886570E-07         -1.055381158425997E-05          9.336865105339620E-07   10.44354
     5.10725   -9.62969   -0.87583         -9.706307818871119E-06         -7.140183405035421E-07         -1.042032615937466E-05          9.178862731826290E-07   10.93535
     6.21222   -9.87591   -0.89429         -9.452719762293498E-06         -8.180453261214184E-07         -1.027076508841492E-05          8.982183449483773E-07   11.70150
     6.83553   -9.87652   -1.12973         -9.351497649792547E-06         -8.669908388071245E-07         -1.021848848859967E-05          8.892347342818920E-07   12.06425
     7.97142   -9.92441   -0.92613         -9.160372933198143E-06         -9.737643831367013E-07         -1.013413731633484E-05          8.715339915047412E-07   12.76304
     8.62503   -9.69561   -1.15437         -9.155598406393425E-06         -1.011977375279448E-06         -1.016757578167287E-05          8.714432505629370E-07   13.02800
     9.63143   -9.37996   -0.92821         -9.143709824658953E-06         -1.086206857552914E-06         -1.022991668221187E-05          8.681103730438687E-07   13.47627
    10.23363   -8.93170   -1.14251         -9.226653288345759E-06         -1.108768296759006E-06         -1.033542158510476E-05          8.751068841547141E-07   13.63113
    11.09377   -8.46782   -0.91485         -9.247171977147778E-06         -1.170505888521616E-06         -1.041767786566939E-05          8.722998711834740E-07   13.98616
    11.66826   -7.93977   -1.12878         -9.295133037147506E-06         -1.197022400198055E-06         -1.049215543734556E-05          8.733739750665511E-07   14.15847
    12.50234   -7.53383   -0.92041         -9.165533563166614E-06         -1.280427706077417E-06         -1.044596126924403E-05          8.522147475952942E-07   14.62581
    13.09534   -6.95805   -1.14570         -9.126129639491615E-06         -1.321504633548779E-06         -1.044763427304039E-05          8.438164573681526E-07   14.87330
    13.93828   -6.57631   -0.95115         -8.863343866725050E-06         -1.427398615126730E-06         -1.029074248185178E-05          8.098035336708664E-07   15.44112
    14.45099   -5.84528   -1.17946         -8.841527386763120E-06         -1.460300206681207E-06         -1.030182759344433E-05          8.026108113648635E-07   15.63296
    15.14982   -5.35729   -0.97787         -8.611833840772022E-06         -1.551759568235863E-06         -1.016359340900788E-05          7.753588841912641E-07   16.09888
    15.40935   -4.42207   -1.19291         -8.720019564367055E-06         -1.544458516042819E-06         -1.026447808040987E-05          7.848182260540589E-07   16.07562
    15.83259   -3.82777   -0.97672         -8.618783907390484E-06         -1.594458329820458E-06         -1.021324223721094E-05          7.744631902390418E-07   16.31799
    15.82747   -2.78429   -1.17807         -8.829208958111996E-06         -1.552021524334286E-06         -1.038123048244628E-05          7.996983856067677E-07   16.11363
    16.03618   -2.18458   -0.95879         -8.807712940736633E-06         -1.574078847703382E-06         -1.038179178844001E-05          7.991950528021109E-07   16.21268
    15.91444   -1.12963   -1.16111         -8.997198692136653E-06         -1.529692184916484E-06         -1.052689087705314E-05          8.234463942534439E-07   15.99668
    16.03857   -0.57832   -0.94935         -8.969486345947627E-06         -1.547868787817511E-06         -1.051735513376514E-05          8.216361904542869E-07   16.07705
    15.61614    0.48916   -1.57424         -9.199940317941092E-06         -1.466937813004700E-06         -1.066687813094579E-05          8.477659463839716E-07   15.70291
    15.45358    1.08157   -1.79233         -9.245649114672612E-06         -1.442177421164250E-06         -1.068782653583686E-05          8.548132819272415E-07   15.59472
    15.64929    2.22236   -1.62745         -9.024654706659236E-06         -1.501408938102143E-06         -1.052606364476138E-05          8.321027873252343E-07   15.88986
    15.46284    2.89656   -1.87429         -8.996495165848264E-06         -1.487288690755667E-06         -1.048378385660393E-05          8.309164784232229E-07   15.84305
    15.52848    4.05800   -1.71501         -8.730146786710265E-06         -1.548055461272819E-06         -1.027820224798308E-05          8.030972013071801E-07   16.14133
    15.18227    4.79555   -1.97779         -8.699405247776103E-06         -1.523400157714680E-06         -1.022280540549078E-05          8.020098648269815E-07   16.04401
    14.94980    5.87307   -1.79167         -8.515161427103705E-06         -1.550388745670144E-06         -1.006555017277385E-05          7.852380422108682E-07   16.16167
    14.26947    6.52535   -2.03394         -8.604084359445086E-06         -1.479528199824111E-06         -1.008361255926920E-05          7.990456862665076E-07   15.82198
    13.67123    7.33487   -1.79863         -8.601063787003899E-06         -1.446505362458455E-06         -1.004756914946235E-05          8.027700154594255E-07   15.61852
    12.66054    7.73815   -1.99717         -8.849352897804377E-06         -1.323102523428733E-06         -1.017245542123311E-05          8.335410569819838E-07   14.97187
    11.87272    8.23235   -1.73364         -8.969980910842839E-06         -1.254382199115766E-06         -1.022436310995860E-05          8.482598160327020E-07   14.55124
    10.71521    8.39586   -1.90484         -9.280820183202860E-06         -1.113598437425633E-06         -1.039441862062849E-05          8.820511505285591E-07   13.74535
     9.95179    8.70952   -1.65340         -9.384009440510597E-06         -1.051025570507278E-06         -1.043503501101788E-05          8.918579824657744E-07   13.32770
     8.77692    8.74164   -1.82514         -9.650506710138882E-06         -9.221616707251582E-07         -1.057266838086404E-05          9.187332614583896E-07   12.52125
     8.09492    8.98624   -1.60012         -9.677524403127592E-06         -8.790720003053628E-07         -1.055659640343296E-05          9.201962022775689E-07   12.20003
     6.91162    8.92360   -1.78282         -9.882100615361692E-06         -7.656175952710709E-07         -1.064771821063276E-05          9.400750539281271E-07   11.42714
     6.28602    9.09750   -1.57300         -9.872340681406527E-06         -7.348337905474345E-07         -1.060717447195396E-05          9.380535610741830E-07   11.16929
     5.12583    9.03366   -1.55985         -9.998967379463628E-06         -6.483123597674978E-07         -1.064727973923113E-05          9.471127272504015E-07   10.50306
     4.50732    8.81911   -1.75605         -1.011846575199877E-05         -5.894883630499351E-07         -1.070795411504871E-05          9.575695574781685E-07   10.05865
     3.38600    8.73435   -1.54327         -1.018967702324438E-05         -5.273573637572606E-07         -1.071703438700164E-05          9.564862191126899E-07    9.49398
     2.75268    8.41701   -1.74020         -1.031553085886512E-05         -4.712851409636342E-07         -1.078681599982875E-05          9.632868236231246E-07    9.02505
